,starting point,step_length,location of the found local minimum,value of the found local minimum,number of steps
74,[-0.41 -1.13],0.2,[ 0.71 -0.71],-0.55,26
75,[0.63 1.76],0.2,[0.21 3.44],0.0,6575
76,[1.09 0.26],0.2,[ 0.71 -0.71],-0.55,22
77,[ 0.21 -0.01],0.2,[ 0.71 -0.71],-0.55,19
78,[ 1.43 -0.27],0.2,[ 0.71 -0.71],-0.55,21
79,[-0.32 -1.39],0.2,[ 0.71 -0.71],-0.55,29
80,[ 1.28 -0.74],0.2,[ 0.71 -0.71],-0.55,19
81,[ 0.41 -1.21],0.2,[ 0.71 -0.71],-0.55,19
82,[ 0.61 -0.25],0.2,[ 0.71 -0.71],-0.55,16
83,[ 1.18 -1.64],0.2,[ 0.71 -0.71],-0.55,24
84,[-0.44 -1.3 ],0.2,[ 0.71 -0.71],-0.55,32
85,[-0.74  1.93],0.2,[-0.71  0.71],-0.55,28
86,[-1.6   0.85],0.2,[-0.71  0.71],-0.55,22
87,[-1.86 -1.04],0.2,[-3.36 -1.61],0.0,7444
88,[0.66 0.9 ],0.2,[-0.71  0.71],-0.55,48
89,[0.86 0.55],0.2,[ 0.71 -0.71],-0.55,24
90,[-0.52  0.21],0.2,[-0.71  0.71],-0.55,16
91,[1.13 0.87],0.2,[3.19 1.93],0.0,7025
92,[ 1.91 -1.43],0.2,[ 0.71 -0.71],-0.55,35
93,[-0.74 -0.75],0.2,[-2.   -2.02],0.0,75
94,[-0.77  1.59],0.2,[-0.71  0.71],-0.55,22
95,[ 0.71 -0.49],0.2,[ 0.71 -0.71],-0.55,15
96,[ 0.92 -0.62],0.2,[ 0.71 -0.71],-0.55,16
97,[1.14 0.31],0.2,[ 0.71 -0.71],-0.55,23
98,[-1.99 -0.66],0.2,[-3.55 -0.54],0.0,8058
99,[-1.2  -0.87],0.2,[-3.27 -1.79],0.0,7219
100,[ 1.22 -1.28],0.2,[ 0.71 -0.71],-0.55,20
101,[ 0.83 -0.3 ],0.2,[ 0.71 -0.71],-0.55,16
102,[-0.83  0.95],0.2,[-0.71  0.71],-0.55,16
103,[ 1.6  -1.33],0.2,[ 0.71 -0.71],-0.55,25
104,[ 0.57 -1.88],0.2,[ 0.71 -0.71],-0.55,27
105,[-1.01  0.5 ],0.2,[-0.71  0.71],-0.55,17
106,[-0.53 -1.54],0.2,[ 0.71 -0.71],-0.55,98
107,[1.17 1.58],0.2,[2.   2.93],0.0,2194
108,[-1.71  0.5 ],0.2,[-0.71  0.71],-0.55,24
109,[ 1.15 -1.13],0.2,[ 0.71 -0.71],-0.55,18
110,[ 1.87 -0.1 ],0.2,[ 0.71 -0.71],-0.55,32
111,[-1.86 -0.36],0.2,[-0.71  0.71],-0.55,74
112,[-0.74 -1.07],0.2,[-1.19 -3.49],0.0,7880
113,[ 1.07 -1.67],0.2,[ 0.71 -0.71],-0.55,24
114,[ 0.45 -1.85],0.2,[ 0.71 -0.71],-0.55,27
115,[-1.73 -0.5 ],0.2,[-0.71  0.71],-0.55,149
116,[-1.73  1.09],0.2,[-0.71  0.71],-0.55,25
117,[ 1.19 -0.61],0.2,[ 0.71 -0.71],-0.55,18
118,[ 0.27 -0.74],0.2,[ 0.71 -0.71],-0.55,16
119,[ 1.25 -0.59],0.2,[ 0.71 -0.71],-0.55,19
120,[-1.99 -0.17],0.2,[-0.71  0.71],-0.55,53
121,[1.15 0.76],0.2,[3.48 1.25],0.0,7827
122,[-1.75  1.34],0.2,[-0.71  0.71],-0.55,28
123,[-1.69  0.78],0.2,[-0.71  0.71],-0.55,24
124,[1.08 1.15],0.2,[2.   2.21],0.0,120
125,[0.93 1.93],0.2,[1.33 3.46],0.0,7744
126,[1.07 0.83],0.2,[3.25 1.84],0.0,7162
127,[-1.11  1.61],0.2,[-0.71  0.71],-0.55,23
128,[ 1.52 -1.05],0.2,[ 0.71 -0.71],-0.55,22
129,[-1.96  1.89],0.2,[-0.71  0.71],-0.55,65
130,[0.55 0.16],0.2,[ 0.71 -0.71],-0.55,18
131,[-0.51 -0.25],0.2,[-0.71  0.71],-0.55,19
132,[ 0.48 -0.3 ],0.2,[ 0.71 -0.71],-0.55,16
133,[ 1.21 -1.65],0.2,[ 0.71 -0.71],-0.55,25
134,[-1.33  1.68],0.2,[-0.71  0.71],-0.55,26
135,[-1.24 -0.21],0.2,[-0.71  0.71],-0.55,23
136,[1.39 0.91],0.2,[3.31 1.71],0.0,7327
137,[1.68 1.72],0.2,[2.   2.04],0.0,57
138,[-1.38  1.43],0.2,[-0.71  0.71],-0.55,23
139,[ 1.17 -1.36],0.2,[ 0.71 -0.71],-0.55,21
140,[-1.32  1.25],0.2,[-0.71  0.71],-0.55,21
141,[ 0.21 -0.89],0.2,[ 0.71 -0.71],-0.55,16
142,[-0.73  1.83],0.2,[-0.71  0.71],-0.55,26
143,[ 0.6  -1.11],0.2,[ 0.71 -0.71],-0.55,17
144,[ 1.68 -0.68],0.2,[ 0.71 -0.71],-0.55,23
145,[-0.19 -0.01],0.2,[-0.71  0.71],-0.55,19
146,[ 0.77 -1.89],0.2,[ 0.71 -0.71],-0.55,28
147,[1.8  0.37],0.2,[ 0.71 -0.71],-0.55,66
148,[ 0.2  -0.73],0.2,[ 0.71 -0.71],-0.55,16
149,[-1.17 -0.57],0.2,[-0.71  0.71],-0.55,42
150,[0.79 1.  ],0.2,[1.72 3.3 ],0.0,7313
151,[-1.67  0.47],0.2,[-0.71  0.71],-0.55,24
152,[ 1.45 -0.79],0.2,[ 0.71 -0.71],-0.55,21
153,[0.16 0.71],0.2,[-0.71  0.71],-0.55,18
154,[1.14 1.34],0.2,[2.   2.49],0.0,316
155,[-1.3 -1.2],0.2,[-2.21 -2.  ],0.0,119
156,[1.71 1.84],0.2,[2.   2.15],0.0,79
157,[-1.33 -1.03],0.2,[-2.88 -2.  ],0.0,1758
158,[1.24 0.94],0.2,[3.15 2.  ],0.0,6695
159,[ 0.53 -0.53],0.2,[ 0.71 -0.71],-0.55,15
160,[1.21 1.72],0.2,[2.   3.07],0.0,4472
161,[-1.49 -1.28],0.2,[-2.4 -2. ],0.0,223
162,[-1.67  1.87],0.2,[-0.71  0.71],-0.55,41
163,[-1.78  0.87],0.2,[-0.71  0.71],-0.55,25
164,[ 0.89 -0.18],0.2,[ 0.71 -0.71],-0.55,16
165,[-1.68 -1.57],0.2,[-2.15 -2.  ],0.0,88
166,[ 0.04 -0.74],0.2,[ 0.71 -0.71],-0.55,17
167,[1.7  1.32],0.2,[2.67 2.  ],0.0,676
168,[ 1.11 -0.39],0.2,[ 0.71 -0.71],-0.55,18
169,[-0.    1.01],0.2,[-0.71  0.71],-0.55,18
170,[ 1.52 -1.26],0.2,[ 0.71 -0.71],-0.55,23
171,[-0.36 -1.7 ],0.2,[ 0.71 -0.71],-0.55,50
172,[-0.01  0.05],0.2,[-0.71  0.71],-0.55,22
173,[1.37 1.44],0.2,[2.   2.11],0.0,83
174,[ 1.62 -1.3 ],0.2,[ 0.71 -0.71],-0.55,25
175,[-1.66  1.65],0.2,[-0.71  0.71],-0.55,32
176,[0.42 0.6 ],0.2,[-0.71  0.71],-0.55,20
177,[0.24 0.69],0.2,[-0.71  0.71],-0.55,18
178,[ 1.66 -1.17],0.2,[ 0.71 -0.71],-0.55,25
179,[-1.49 -1.34],0.2,[-2.26 -2.  ],0.0,138
180,[ 0.13 -1.57],0.2,[ 0.71 -0.71],-0.55,24
181,[ 1.42 -1.36],0.2,[ 0.71 -0.71],-0.55,23
182,[-1.83  1.03],0.2,[-0.71  0.71],-0.55,27
183,[-0.71 -1.57],0.2,[-0.72 -3.56],0.0,8137
184,[-0.67 -0.1 ],0.2,[-0.71  0.71],-0.55,17
185,[ 0.48 -1.03],0.2,[ 0.71 -0.71],-0.55,17
186,[-1.84 -0.6 ],0.2,[-0.71  0.71],-0.55,8012
187,[ 0.58 -1.  ],0.2,[ 0.71 -0.71],-0.55,17
188,[-0.76 -1.76],0.2,[-0.91 -3.55],0.0,8074
189,[-0.38 -0.74],0.2,[ 0.71 -0.71],-0.55,19
190,[ 1.4  -0.03],0.2,[ 0.71 -0.71],-0.55,23
191,[-1.62 -1.49],0.2,[-2.2 -2. ],0.0,107
192,[-0.68 -1.32],0.2,[-0.43 -3.53],0.0,7883
193,[ 1.93 -0.42],0.2,[ 0.71 -0.71],-0.55,29
194,[-0.61  1.33],0.2,[-0.71  0.71],-0.55,19
195,[ 0.42 -0.28],0.2,[ 0.71 -0.71],-0.55,16
196,[-1.99  0.28],0.2,[-0.71  0.71],-0.55,33
197,[ 1.17 -0.55],0.2,[ 0.71 -0.71],-0.55,18
198,[ 0.77 -1.75],0.2,[ 0.71 -0.71],-0.55,25
199,[-1.91 -1.01],0.2,[-3.39 -1.52],0.0,7546
